framenr,kanji,keyword,public,last_edited,story
1101,挫,"sprain",1,2016-06-20 17:38:54,"Thanks to people mentioning that the part on the right represents zazen
http://kanji.koohii.com/study/kanji/%E5%9D%90
So zazen is ""just sitting"", so you just sit on the ground (two people shown just for balance).
so sprain: finger + zazen must involve some kind of complex mudra that you should have warmed up for."
1102,卒,"graduate",1,2016-06-20 17:41:04,"Graduates share a top hat (it's passed from one to the next) and they go past a big needle like an assembly line. The needle pokes them in the foot just as they get their pictures taken. Besides making for interesting graduation photos, it also reassures the students that, no they're not dreaming, they really have graduated!"
1103,傘,"umbrella",1,2016-06-20 17:42:40,"Looks like a typical factory. Rows of workers all working on umbrellas under the one umbrella. Big ten is just the access corridors between all the work stations."
1104,匁,"monme",1,2016-06-20 20:14:18,"Think about stroke order for piglet (after first horizontal one) and then replace last stroke with one going in the opposite direction."
1105,以,"by means of",0,2016-06-20 20:14:47,"ploughman by the sweat of his brow"
1106,似,"similar",1,2016-06-20 20:15:57,"kanji used in 似てる. Maybe man becomes similar to the plough in the same way as in Flann O'Brien's 3rd policeman?"
1107,併,"join",1,2016-06-20 20:18:33,"Think of two horror films: Saw and the Human Centipede. Saw puts people in situations that can be best described as being ""on the horns of a dilemma"" (horns + two hands). Human Centipede takes the gore level up by taking Saw-like horror to the next level---physically sewing (joining) people together."
1108,瓦,"tile",1,2016-06-20 20:24:09,"I think that image is good if you consider the mathematics of tiling. It's all over the place, but conveys a work-in-progress, trying different angles/shapes so that things will fit together properly.
Ceiling: existing tiling you want to connect to
Plough: jut out to try to fill new space (digging into it)
Hook: see if this tessellation hooks into another space that's already occupied
Dot: If not, fill in that entire area
Kind of works for me, but just learning stroke order is probably best here."
1109,瓶,"flower pot",1,2016-06-20 20:25:05,"Puzzle + tile. Imagine a nice flower pot covered with fiendish Penrose Tiles."
1110,宮,"Shinto shrine",1,2016-06-20 20:26:28,"The roof represents the shrine itself, the spine the steep climb up the hillside (stone steps cut into the rock) required to get to it. At least, that's my impression of the Shinto shrines I've visited."
1111,営,"occupation",1,2016-06-20 20:28:48,"We already had ""post"", which presented a horrible kind of job. This one is similarly bad. Funding cuts have meant that the schoolhouses can't afford those medical skeletons for kids to study, so this occupation is about people being live skeletons, the kids prodding their vertebrae as they learn about anatomy."
1112,善,"virtuous",1,2016-06-20 20:30:33,"Contrast with Righteous. Instead of ego at the bottom we have some free-floating animal horns and a mouth. I'm seeing an image of the virtuous man abandoning ego and even distancing himself from meat and exploitation of animals in general."
1113,膳,"dining tray",1,2016-06-21 18:03:23,"""Dining tray"" seems to have the sense of a person living alone. So we're probably talking meagre, virtuous meals, taken off this single table, just enough #flesh# to sustain the body."
1115,夜,"night",1,2016-06-20 20:34:37,"Decomposition mostly says it all. Top Hat (""wherever I lay my hat ...""), person that had walking legs, but now they drop. So kind of like an itinerant dropping his hat and sleeping where-ever he can once night falls."
1116,液,"fluid",1,2016-06-20 20:35:09,"I get the sense that night air becomes more like a liquid, particularly on balmy nights."
1117,塚,"hillock",1,2016-06-20 20:36:21,"Where we saw overpower, now I get the idea of lesser Napoleons (the pig leader in Animal Farm) being the leader of his own hilltop empire."
1118,幣,"cash",1,2016-06-20 20:42:20,"For shredder. think of an paper shredder (with a belt drive cutting things smaller and smaller), with a taskmaster (probably shredding evidence of his wrongdoings) forcing employees to shred through the night. Think of Shredder in TMNT, too, their taskmaster.
For Cash, think about the paradox of being able to split money (by making change with lower denominations) but not literally (as in a shredder). Then apply the towel: towels of all sizes from bath to hand, but you don't shred that, either"
1119,蔽,"cover over",1,2016-06-21 18:06:05,"I think of the confetti that comes from the shredder. Mix it up with manure and shredded plants to make a compost heap. The flowers growing on top give a natural cover while the digestion of the raw materials into compost takes place underneath.
Also think about ""shredder"" and the taskmaster there doing the shredding of documents to ""cover over"" (by adding flowers on top) the evidence that they contain. Sort of like ""flower-washing"" instead of ""whitewashing"""
1120,弊,"abuse",1,2016-06-20 20:44:56,"Self-abuse. Self-harm. Cutting oneself is a common manifestation, but this takes the idea to the extreme. Two hands pictured approaching a ""garbage grinder"" or whatever that thing that they have installed under sinks in the US."
1121,喚,"yell",1,2016-06-20 20:45:36,"Ever heard of the expression ""as mad as a bag of cats""? Four bound up dogs yell in this kanji."
1122,換,"interchange",1,2016-06-20 20:47:04,"Think of the expression ""a pig in a poke"". I assume ""interchangeable"" is the sense here. Bags of bound-up dogs passes from hand-to-hand with the assumption that they are fungible. But remembering ""a pig in a poke"", they're probably not."
1123,融,"dissolve",1,2016-06-20 20:49:29,"LHS as ""tripod"", perhaps.
But I think of ""spontaneous generation"", an obsolete idea, paired with its opposite ""spontaneous dissolution"". Imagine the left like a cocoon. A ceiling, a mouth: where the larva comes out. Inside we have four spikes, which are perhaps its ""egg teeth"". Obvious insect on the right. Man comes to find that the cocoon is empty and believes that the larva inside has just ""dissolved"""
1124,施,"alms",1,2016-06-21 14:25:12,"banner of scorpion
The Islamic religion has a very well-defined idea of alms-giving. Indeed the first public hospitals (in the modern sense) were build in Islamic countries.
Nowadays, of course, people tend to lump Muslims under the banner of ""desert scorpions"""
1125,旋,"rotation",1,2016-06-24 10:39:09,"banner-zoo
Think of a carousel with lots of ribbons/banners and a whole zoo of different carved animals to ride.
I imagine a similar sort of thing for diameter and suspicious, but I have to make an effort to convert ""streamers"" from those kanji into ""banner"" here.
Maybe think ""in rotation""... riding all those bestreamered zoo animals in rotation."
1126,遊,"play",1,2016-06-21 14:27:02,"Literally conjures up a picture of kids playing with streamers as they run along the road."
1127,旅,"trip",1,2016-06-21 14:30:54,"A person puts on rags (dirty travelling clothes) when they make a trip.
To remember ""banner"", imagine travelling ""in caravan"" like a travelling circus or performing troupe, with bright banners held up to attract customers who see them travelling."
1128,勿,"not",1,2016-06-21 14:32:01,"not/knot
Little piggy tail tied up in a knot."
1129,物,"thing",1,2016-06-21 14:52:03,"Some sort of abnormal cow birth thing with conjoined twins all knotted up together."
1130,易,"easy",1,2016-06-21 14:54:03,"Think of a Gordian knot, something that seems hard to undo, but there is an easy solution. Then think of the story of the wind and the sun trying to ""unknot"" a traveller's cloak from him (trying to prove which one is stronger). Wind just makes the knot (grip) tighter, while sun comes out and he takes the cloak off."
1131,賜,"grant",1,2016-06-21 14:54:58,"A grant is easy money (provided you can get it!)"
1132,尿,"urine",1,2016-06-21 15:04:37,"Animals *flag* their territory by *watering* a spot with their urine."
1133,尼,"nun",1,2016-06-21 15:06:42,"Let's imagine the Salvation Army instead of a typical nun (so a uniform instead of a habit). Then spooning out food for the homeless under their somewhat-military flag."
1134,尻,"buttocks",1,2016-06-21 15:08:28,"A new video game (ero?) that has actors that have been motion-captured by sticking 9 flags on both butt cheeks."
1135,泥,"mud",1,2016-06-21 15:09:12,"water + nun
mud wrestling with nuns, obviously. Though remember to think ""water"", not ""soil"""
1136,塀,"fence",1,2016-06-21 15:15:41,"soil, flag over puzzle.
Think of the four-colour (map colouring) puzzle. Kanji shows earth, representing each country, then ""flag-puzzle"" is the puzzle of putting one of four flags into each patch of ground so that no two adjoining countries share the same colour flag. In other words, each fence has to separate two patches of ground with different colours."
1137,履,"footgear",1,2016-06-29 11:31:24,"flag, restore
Cobbler's flag, promises to restore your footgear to working order.
Think about walking legs in the bottom right (which might be sore from holes in your shoes) and the flag you see off up to the top left promising to restore them to working order again."
1138,屋,"roof",1,2016-06-21 15:19:43,"flag, climax
Remember climax seemed a bit odd because it was just walls and floor.... This flags that maybe there was something else needed, ie a roof."
1139,握,"grip",1,2016-07-17 14:06:12,"finger-roof
imagine slipping down off the roof, with only your fingers gripping the edge.
To distinguish between grope/grasp, think of this as a ""death-grip"" since you're holding on for dear life."
1140,屈,"yield",1,2016-06-21 15:21:15,"White flag indicating desire to exit the battle and surrender (yield)"
1141,掘,"dig",1,2016-06-21 15:24:26,"finger-yield
Think of an archaeologist's dig, where you can only use your fingers to dig around a find for fear of breaking it. You hope that it will yield some clues about the past, or better yet, yield some priceless artefact!"
1142,堀,"ditch",1,2016-06-21 15:29:27,"soil-yield
Contrast to ""gully"". Say that's built for run-off, to carry water away (or was created by water finding its own way). Now think of an irrigation ditch, where the soil is there to stop the water from ""yielding"" (which we can think of literally as ""leaving the field"")."
1143,居,"reside",1,2016-06-21 15:32:58,"The place where you reside is more of a permanent ""residence"", whereas ""to dwell"" is just where you happen to be living.
So imagine a US-style mail-box (with flag to show when there's mail) and an old residence as opposed, say, to a nice modern building where you're only paying rent."
1144,据,"set",1,2016-06-21 15:37:07,"finger-reside
Sense of ""set in place"", so I imagine buying something to decorate your residence and putting it down carefully (with fingers) with the intention that it will be a permanent feature. (that will be its residence from now until it's old)"
1145,裾,"hem",1,2016-06-21 15:39:27,"cloak-residence
I imagine Dervish dancers, who probably sew weights into the hems of their costumes so that when they spin around they make a kind of tent: some-place they might actually take up residence in!"
1146,層,"stratum",1,2016-06-21 15:42:08,"flag-Sir Humphrey
Remembering the piles of ordure image from ""increase"", I imagine archaeologists in future generations digging down through the #strata# and putting a little flag in each to denote which Sir Humphrey was responsible for it. (like, ah, yes, this shitstorm happened in 2007, which was when X was particularly active)"
1147,局,"bureau",1,2016-06-21 15:45:00,"flag over (melded with) bound-up mouth (phrase)
Joke about a man accidentally buying a missing person's bureau (flags dual meaning of the phrase ""bureau"" in English: either a piece of furniture or an office/department)"
1148,遅,"slow",1,2016-06-21 15:45:32,"flagman on the road has to warn other traffic of slow-moving sheep."
1149,漏,"leak",1,2016-06-21 16:02:36,"If you have a hole in your roof, it's hard to tell where the leak is. You have to wait until it rains. Then, the drops that fall down will flag where the rain is coming through. You might even want to physically stick a little flag on the spot where the rain came through so that you'll know where it is when the rain stops and you can fix it."
1150,刷,"printing",1,2016-06-21 16:06:06,"flagged-towel, sabre
Think of a patriotic Japanese print-shop. The workers wear towels bearing the hi-no-maru flag as a bandanna while they work the guillotine (for cutting pages down to the right size)"
1151,尺,"shaku",1,2016-06-21 16:09:39,"flag, eight
Thinking shaku-hachi (shaku-8) cements the position of the last stroke.
Imagine a builder using his shaku ruler (about a foot long), putting a flag every eighth shaku to mark out the boundary of some construction."
1152,尽,"exhaust",1,2016-06-21 16:14:09,"shakuhachi enclosing ice
Exhaust in the sense of ""deplete"", ""use up""
I'm going to forget about ""ice"" and treat it as two drops, so we have the idea of using the last drops. A shakuhachi player puts so much effort into his performance that you can literally see that he's used up (exhausted) the last drops of his energy by the end of it."
1153,沢,"swamp",1,2016-06-21 16:17:50,"water-shakuhachi
I imagine some sort of swamp creature (swamp thing?) playing a shakuhachi to lure people into the water.
Or the Fire Swamp (only don't think fire) from The Princess Bride. The shakuhachi player is taking the role of ""pied piper"", to lure the Rodents of Unusual Size out of the water."
1154,訳,"translate",1,2016-06-21 16:22:41,"Go back to shaku as a unit and imagine converting them (translating them) into some more modern unit when talking with someone who doesn't understand ""shaku"" (don't say ""shaku"", say the translation into more reasonable units)"
1155,択,"choose",1,2016-06-27 21:02:30,"Finger-shakuhachi
Having problems remembering this, so I'm going with an intro of ""beggars can't be choosers"": The Shakuhachi player is busking and someone throws a finger into his collection plate. Well, beggars can't be choosers."
1156,昼,"daytime",1,2016-06-21 16:29:08,"shakuhachi over nightbreak
Reveille is the morning wake-up tune. Imagine it played on a shakuhachi at nightbreak. Thus daytime is in effect until it's countermanded by another shakuhachi tune."
1157,戸,"door",1,2016-06-21 16:30:22,"ceiling over flag
Let's call the ceiling the ""lintel"" (stone going across the top of the door) and the flag represents a flagstone (at the bottom)"
1158,肩,"shoulder",1,2016-06-22 11:36:13,"door, flesh
If you want to shoulder open a door, you have to put the full weight of your flesh behind it.
Also, pictographic maybe. Top line of ""door"" as shoulder blade, next strokes are the arm and flesh underneath is your body."
1159,房,"tassel",1,2016-06-21 16:37:48,"door + direction
Thanks, Transtic. 
The differently coloured tassels are like a door to a different compass direction."
1160,扇,"fan",1,2016-06-21 16:41:20,"door, feathers
An extractor fan just above a door-way, except the blades are made from turkey feathers!"
1161,炉,"hearth",1,2016-06-21 16:46:47,"fire-door
Also has meanings of ""furnace"", ""kiln"" and ""reactor""(!). All those make more sense than ""hearth"", which suggests an open fire (fireplace) to me. Anyway, what with smoke-free coal (like anthracite) being more commonly used, modern fireplaces (ok, hearths) all have a door to stop the noxious fumes from escaping."
1162,戻,"re-",1,2016-06-21 16:50:46,"door-dog
Lassie Come Home (or the re-turn of Lassie), kid waiting at the door being really overjoyed when the dog returns.
Same idea re-hashed in so many things since. The original re-re-imagined tale."
1163,涙,"tears",1,2016-06-21 16:51:34,"If you remember ""re"" by thinking of the re-turn of lassie, then water obviously means tears of joy."
1164,雇,"employ",1,2016-06-21 16:57:15,"Hard to separate from ""employee"". Think of a bouncer, employed solely to prevent turkeys (literal or metaphorical) getting into a swanky night club."
1165,顧,"look back",1,2016-06-21 17:00:53,"Employ-head
When doing the driving test, you have to make sure that the tester sees that you're properly looking back to test your blind spot. Employ exaggerated/theatrical head movements so that he knows you're doing it.
Alt: your CV is like a look back at all the places you were employed at. You want to look good for the heads hiring you."
1166,啓,"disclose",1,2016-06-21 17:03:08,"door taskmaster over mouth.
Bouncers (ie, door taskmasters) have big mouths, so if you're a PI looking for information, they'll often disclose loads of things that their bosses don't want you to know."
1167,示,"show",1,2016-06-21 19:06:01,"I think of a ""trestle"" table with two fold-out legs over which a cloth is laid. Once open, the priest (or whoever is doing the display... perhaps a conjurer?) puts on a show."
1168,礼,"salutation",1,2016-06-21 19:06:36,"I think of the altar on the left having a hook that goes out and grabs someone and pulls them down into a bowing posture."
1169,祥,"auspicious",1,2016-06-21 19:07:12,"The Christians thought it an auspicious sign that there was a sheep next to the altar (not a goat!)."
1170,祝,"celebrate",1,2016-06-21 19:08:19,"Prodigal son story from bible (with the dinner table becoming an altar since this is a ""holy"" story). Except prodigal teenager."
1171,福,"blessing",1,2016-06-21 19:10:09,"You'll see this in Chinese restaurants if you look. They're big into asking the universe (symbolised by the altar) for wealth"
1172,祉,"welfare",1,2016-06-21 19:11:33,"Think of a poor box by an altar, the proceeds of which help the down-trodden (footsteps). So a sort of social welfare."
1173,社,"company",1,2016-06-21 19:12:21,"You've heard of people worshipping at the altar of Mammon? The soil is meant to represent a ""baser"" god."
1174,視,"inspection",1,2016-06-21 19:14:42,"An altar where people can have a look-see. Think of ""altar"" as ""show"", so any situation  where someone lays out a table with goods for inspection, ie so others can see them.
So ""show-and-see"", like a vendor's stall."
1175,奈,"Nara",1,2016-06-21 19:16:51,"The old part of Nara is like a big altar to its historic past (as a previous capital). Most of the old buildings are in the same area, too, so it literally is a big show."
1176,尉,"military officer",1,2016-06-21 19:18:00,"The military officer has to make oaths (and stick to them) to defend his flag (his country) and his religion. Especially easy to remember if you think of something like the Vatican."
1177,慰,"consolation",1,2016-06-21 19:19:22,"military officer / heart
""Well, it's a great consolation to me that my son died horribly in a prison in the service of his country and religion""
The kind of thing you might hear in a period drama set around WW1."
1178,款,"goodwill",1,2016-06-21 19:21:29,"Have you heard of ""kirisute gomen""? It's where a samurai is allowed to cut anyone who is rude to him.
Now see the samurai and the altar (read as ""show""). What's he showing? Nothing but a yawn. He must have felt some goodwill towards you that he didn't carry out his right of ""kirisute gomen"" when you slighted him."
1179,禁,"prohibition",1,2016-06-21 19:22:32,"Dogging is strictly prohibited in this grove because there's an altar to some god or other there."
1180,襟,"collar",1,2016-06-21 19:23:57,"Obviously the kind of collar that Catholic priests wear. The ""cloak of the prohibiter"" probably even has a special seam where the collar goes."
1181,宗,"religion",1,2016-06-21 19:24:55,"Think of Roman religions, where each house has its own altar, different from everyone else's."
1182,崇,"adore",1,2016-06-21 19:25:42,"I guess that this is ""adore"" in the sense of ""venerate"", so imagine the adoration of Mt. Fuji: mountain + religion."
1183,祭,"ritual",1,2016-06-21 19:26:55,"Satanic ritual. Climb up on the altar and put human flesh in the chalice and fluids from the crotch (urine, shit and menstrual fluids) into the wine. Yum."
1184,察,"guess",1,2016-06-21 19:28:44,"A mix of religion and ritual. This wears both hats, making for a more educated guess about what the gods have in store and what you have to do to appease them."
1185,擦,"grate",1,2016-06-21 19:29:48,"finger-guess.
Making coleslaw. I cut the cabbage by finger-work, but use a grater for the carrots. I don't weigh anything, so getting the proportions right is just educated guesswork."
1186,由,"wherefore",0,2016-06-21 19:30:43,"Your want a #reason#? Well, I can see at least *1* off the top of my *brain*..."
1187,抽,"pluck",1,2016-06-21 19:31:46,"Think of chives (or other plant-pot herbs). Pluck off little shoots here and there with your fingers."
1188,油,"oil",1,2016-06-21 19:32:24,"Eh, Beverly Hillbillys?"
1189,袖,"sleeve",1,2016-06-21 19:33:35,"Topologically speaking, a cloak is just a sheet with two holes. If those holes were stretched out, the cloak sprouting sleeves, as it were, the result would still be topologically isomorphic."
1190,宙,"mid-air",1,2016-06-21 19:34:26,"Imagine something just appearing in mid-air (out of thin air). It would be as unlikely as Brussels sprouts sprouting up in your home."
1191,届,"deliver",1,2016-06-21 19:38:05,"flag over ""wherefore"" (ie, for what reason"".
The wherefore of the flag on mailboxes is to show that something has been delivered."
1192,笛,"flute",1,2016-06-21 19:38:56,"You can't use fully-grown bamboo plants as flutes (though you could use them for lots of other things). Instead, you need to find the right-sized shoot."
1193,軸,"axis",1,2016-06-21 19:41:30,"Think axial symmetry and this vehicle should cause this kanji to shoot from your mind just like that."
1194,甲,"armor",1,2016-06-21 19:43:59,"Pictograph of a shield, maybe? Anyway, it's not too hard to remember given that ""wherefore/sprout"", ""armour/root"" and ""speaketh/monkey"" all form a set that you can learn all together."
1195,押,"push",1,2016-06-21 19:46:08,"Think of a push in Tai Chi (or pushing hands exercise). The pushing force may be delivered through the fingers, but you have to be well rooted for this to work."
1196,岬,"headland",1,2016-06-22 11:51:07,"Think of a mountain putting its roots out to sea. Like the way you see some tree roots that go overground.
If you think this way, of the roots spreading out rather than going straight down, you'll remember that the two primitives go side by side (not mountain on root)"
1197,挿,"insert",1,2016-06-30 10:41:36,"Cthulu goes bowling, inserting his fingers into a thousand different bowling balls, rooting them solidly in the holes before smashing everything around him with them.
One touch from Cthulu's finger and he will insert a thousand horrors that root down into your brain and turn you insane."
1198,申,"speaketh",1,2016-06-21 19:50:34,"He doth not speaketh with forked tongue. He doth speaketh like that because a monkey put a skewer through his tongue."
1199,伸,"expand",1,2016-06-21 19:51:59,"Expanding consciousness. Eating magic mushrooms expanded our minds at one point in history, making us #people# different from the #monkeys#"
1200,神,"gods",1,2016-06-21 19:52:50,"The gods must look at us as if we're just monkeys when we stand at their altars."
1201,捜,"search",1,2016-06-21 19:54:33,"One way to distinguish between humans and monkeys. Look at the fingers. When we're searching for something and can't find it, we scratch our heads. With monkeys, on the other hand, they scratch their crotch.
At least this works to distinguish #most# people from monkeys...."
1202,果,"fruit",1,2016-06-21 19:58:52,"The easiest way to remember this is to draw it with proper stroke order. Then it tells the tale of ""fruit"":

sun over horizon (makes fruit grow)
vertical line going through gives ten fields (seeds have potential for 10 fields)
final two strokes make a tree so we see picture of seed grown up and at the same time, there's that potential for a whole field of fruit growing at the top."
1203,菓,"confectionary",1,2016-06-21 19:59:37,"Use flowers and fruit to make sweet desserts. There are a lot of edible flowers used in making confections."
1204,課,"chapter",1,2016-06-21 20:01:21,"word-fruit
Imagine eating a banana. How nicely self-contained it is and how it's just the right serving size to satisfy your appetite. Now apply to the words in a chapter by thinking: word-banana"
1205,裸,"naked",1,2016-06-22 12:13:14,"cloak-fruit
I suppose Adam and Eve, cloaked just in a fruit to hide nakedness.
Or in Austin Powers 2, where a variety of things (fruits included) are used for the same purpose.
Strange that it's cloak-fruit, not flesh-fruit. Think of ""wearing only an apple"""
1207,析,"chop",1,2016-06-22 18:12:28,"wood + axe = chop? how much more simple can it get?"
1208,所,"place",1,2016-06-22 18:16:36,"Everyone's welcome at my place so long as they leave their axe outside by the door.
Anyway, very commonly-used kanji (ところ)
ところで、would you mind leaving your axe by the door?"
1209,祈,"pray",1,2016-06-22 18:17:34,"Rock-and-rollers pray at the altar of the axe (ie, guitar)"
1210,近,"near",1,2016-06-22 18:20:17,"Very close to environs, both in meaning and composition. Assume that ""near"" is nearer than the wider ""environs"". So imagine a hatchet with a short haft so its reach is less than that of the sword in ""environs""."
1211,折,"fold",1,2016-06-22 18:20:58,"finger-axe
Imagine an origami guitar (axe)"
1212,哲,"philosophy",1,2016-06-22 18:24:32,"Learn this one together with ""vow"". A vow then is the specific utterance (using ""say""), which might be seen as a practical application of philosophy, and this is just the mouth, so lets say that it encompasses all aspects of philosophy that could be said (or thought, imagined)..
Think of ""fold"" as ""enfolding"", like an ""all-enfolding"" system of thought and you have the idea of philosophy."
1213,逝,"departed",1,2016-06-22 18:30:25,"Think of space travel. Space drive must fold space (the road they're travelling on) to avoid problem of relativity (max speed = c). Still, takes tens of years to reach destination, so at the departure everyone is sad, like it's a funeral for the departed."
1214,誓,"vow",1,2016-06-22 18:32:38,"Paired with story from philosophy. A vow is an all-enfolding (all-encapsulating) utterance, something you say to show that you're actually serious about following your personal philosophy."
1215,斬,"chop off",1,2016-06-22 18:35:14,"It probably would have been too hard to find a different left-side for this kanji since ""tree""is already used (in chop) and flesh wouldn't really be intuitive.
So you can chop wheels of the car with the axe and it becomes like a palanquin. Or you could chop off the outside horizontal stroke and it would become a monkey!"
1216,暫,"temporarily",1,2016-06-22 18:40:11,"Think of a work roster or a travel itinerary marked up in a calender. If you chop days off it, then you're temporarily stuck until you reschedule things. Think ""temporarily"" as having to do with time (in fact, it comes from the Latin ""Tempus"", meaning time)
Alt: If your car gets the chop, your insurance company may temporarily give you a new one for the few days it takes to repair yours."
1217,漸,"steadily",1,2016-06-22 18:41:37,"water + chop off
Think of a slower kind of chopping off: erosion by water. It may not be as quick, but the water steadily chops off even the hardest material."
1218,断,"severance",1,2016-06-23 11:10:08,"Think severance/redundancy pay. A particularly mean-spirited employer lets you take all the rice you can pick up with a straightened hook after giving you the axe."
1219,質,"substance",1,2016-06-22 18:47:19,"A very common kanji, appearing in 質問 (shitsumon, a question)
Think ""substantive"" or a person or topic of substance/import.
Think of the two axes as representing two things: one for general living/livelihood (to cut trees for firewood, building) and the other representing warfare or self-defence (say against criminals). These are two substantive issues that the common man is always concerned about, but the main thing people are worried about is MONEY."
1220,斥,"reject",1,2016-06-22 18:50:54,"Axe with a drop. Many possible defects that an axe can have (the drop modifying it in some way) and any one is a potential reason to reject it.
Think manufacturing reject: this axe fails quality control for some reason."
1221,訴,"accusation",1,2016-06-22 18:52:37,"Say, you sold me this reject of an axe! I axe you (accuse you, faulty spelling)!"
1222,昨,"yesterday",1,2016-06-22 18:53:22,"Saw off another day from the calender, cost that today is now yesterday."
1223,詐,"lie",1,2016-06-22 18:57:13,"We use the expression of digging a hole for ourselves if we start a lie and keep going. Imagine instead that we're on a tree (not pictured) and we start to saw the branch we're sitting on. Kind of like shooting ourselves in the foot if we keep saying the same lie and embellishing with each retelling.
Also, as someone noted, look at ""to make"" and see ""words that are made up""."
1224,作,"make",1,2016-06-22 19:00:19,"Gay ATC guy in Airplane! film. ""What can you make of this? ... brooch, pterodactyl, etc."" Well, Hiro can make a cabinet, a musical instrument, sandwiches, ..."
1225,雪,"snow",1,2016-06-22 19:00:48,"broomable rain"
1226,録,"record",1,2016-06-22 19:04:32,"Think of a criminal record as something tarnishing your reputation (the metal bit) and then imagine the broom brushing away all the rice-grains making the metal all shiny and clean again. Also imagine ""time served"" in prison as being all about this kind of thing, with your release meaning that you're fit to be a member of society again, your debt to society cleared."
1227,剥,"peel off",1,2016-06-22 19:06:16,"Same idea for broom + rice grains in ""record"", but this time imagine sand-blasting (pumping a mix of water + sand, or in this case, rice-grains, at high pressure) to peel off outer layer of crud from something."
1228,尋,"inquire",1,2016-06-22 19:08:41,"Top, broom, sweeps away various alternative conversational topics. Bottom three together indicate crafting a specific utterance that sticks the person into having to answer one thing. Think of a politician in an interview. They want to duck the question, so you have to keep repeating this process of inquiry until they give you a direct answer."
1229,急,"hurry",1,2016-06-22 19:10:05,"X-over heart is usually a mood or something like that. I was in such a hurry to finished cleaning the house that I tied all my brooms together so that the job would be finished quicker."
1230,穏,"calm",1,2016-06-22 19:13:01,"Kanji looks quite tranquil/calm. Wheat growing in the field, a vulture perched above, not bothered by you/you not bothering it while you get into the flow of just cleaning up with your broom.
Think of heart as first part and work out from there."
1231,侵,"encroach",1,2016-06-22 19:15:02,"I'm thinking of three elements on the right as like loss of control/letting go. Your crown has been swept off (broom standing for ""swept off"") and has landed on your crotch.
When a person approaches you in this kind of vulnerable state, they are encroaching on your personal space."
1232,浸,"immersed",1,2016-06-22 19:20:06,"water + loss of control/letting go (or water + ""discombobulation"")
Immersed can either mean that you've let yourself go and have gotten into the flow of something, or it could mean being immersed in something without your will. Either way, water + discombobulation seems to work OK as a mnemonic."
1233,寝,"lie down",1,2016-06-22 19:23:40,"""lie down"" in the sense of lying down to go sleep.
Under a roof, so this is a normal bedtime.
Turtle stands for portent, so a hint of dreams to come. Discombobulation like an overturning of the regular order. Either you're deliberately letting go, inviting the turtle to bring you dreams, or you have no choice and you fall asleep regardless, allowing the (more literal) turtle to invade your mind."
1234,婦,"lady",1,2016-06-22 21:27:53,"Woman, broom/apron.
Ah, the perfect lady (so much for women's lib in kanji!)
Methinks the lady doth protest too much if she thinks she shouldn't be sweeping the floor dressed only in an apron."
1235,掃,"sweep",1,2016-06-26 17:33:39,"zoom in on the kanji for ""lady"" and we see her fingers holding the broom, doing her sweeping chores.
fingers, broom, apron"
1236,当,"hit",1,2016-06-23 12:01:42,"Remember the Atari games company? Well, one reading for that is 当たり. Now think about the Atari logo which can be seen by (a) taking the top part and turning it upside-down, or (b) rotating the bottom part 90 degrees left, removing the top line and spreading the two sides out along the bottom.
Oh, Atari means ""hit"". They had lots of hit games."
1237,彙,"glossary",1,2016-06-22 19:31:45,"Instead of ""broom"" here, think of it as ""mutually"" (互) with a bit lopped off.
Next, imagine reading a book that needs a glossary, say a Japanese book that has vocab explanations for English speakers. So the lopped-off ""mutually"" suggests that this glossary only goes one way, from JA -> EN.
Next, consider ""fruit"" underneath as having the meaning of ""chapter"" (no ""say"").
So we have a Japanese text where we have a one-way (not mutual) glossary ""crowning"" each chapter."
1238,争,"contend",1,2016-06-22 19:35:45,"bound-up rake
Think of contenders in a gladiatorial ring. One guy has something that looks like a rake (a trident, perhaps) and the other guy has bound it up by sticking something like a sai or jitte through it. (types of weapons that are mostly used for grappling/locking an opponent's weapon)
(""I coulda been a contender"" transplanted to ancient Rome, in other words)"
1239,浄,"clean",1,2016-06-27 20:33:57,"Think ""contention"" for the right and imagine a ""bone of contention"" is what is binding up the rake/trident. 
This kanji has meanings like cleanse, purify or exorcise so imagine the water as metaphorically exorcising the bone of contention between two people. Or think of using the rake of contention to clean out your teeth."
1240,事,"matter",1,2016-06-22 15:16:52,"Japanese use this all the time in conversation, like ""そう言う事"" (""that thing/matter that you say""). It's like a form of focusing, turning some abstract thing into a more concrete thing within the context of the conversation.
With that in mind, I think one-mouthful-rake: gathering up a pile of ideas/speech into one (mental) mouthful with a rake."
1241,唐,"T'ang",1,2016-06-22 15:25:41,"Bat-cave quite often appears in relation to governments (municipality, courtyard, government office), so I suppose it's not too hard to remember here.
I read about the T'ang dynasty on Wikipedia and it describes it as being a period of great prosperity and population growth, with influences further afield than most other Chinese dynasties.
I'm going bat-cave for some sort of officialdom, rake to symbolise both agricultural advances, and mouth to symbolise population growth."
1242,糖,"sugar",1,2016-06-22 15:29:33,"As it happens, sugar was first grown on a large scale in China during the Tang dynasty: https://en.wikipedia.org/wiki/Tang_dynasty#Tea.2C_food.2C_and_necessities
I'm guessing that it's rice on the left rather than wheat because sugar cane production needs lots of water (same as rice)."
